audio,age,id,sad,happy,lead_time,disgust,updated_at,annotation_id,fear,created_at,gender,annotator,mood,surprise,sentiment,notes,anger,anxiety
/data/local-files/?d=sample/-t217m2on-s_0.m4a,20s,6,A little,None,33.999,None,2023-01-23T07:40:12.145217Z,6,None,2023-01-23T07:40:12.145176Z,Male,1,Meh,None,-1,,None,3
/data/local-files/?d=sample/-wny0OAz3g8_6.m4a,40s,7,None,None,10.026,None,2023-01-26T22:44:38.326554Z,216,A little,2023-01-26T22:44:38.326510Z,Female,2,Meh,A little,-1,,None,4
/data/local-files/?d=sample/-wny0OAz3g8_6.m4a,20s,7,A little,None,72.626,Moderate,2023-01-24T07:37:29.996040Z,40,None,2023-01-24T07:37:29.995993Z,Female,3,Bad,A little,-1,,Moderate,4
/data/local-files/?d=sample/-wny0OAz3g8_6.m4a,30s,7,None,None,32.322,A little,2023-01-23T07:40:47.350762Z,7,None,2023-01-23T07:40:47.350717Z,Female,1,Meh,None,-1,,A little,4
/data/local-files/?d=sample/0AkGtPzl7D8_0.m4a,40s,8,Moderate,None,12.524,None,2023-01-26T22:44:55.566180Z,217,Moderate,2023-01-26T22:44:55.566136Z,Male,2,Meh,None,0,,None,3
/data/local-files/?d=sample/0AkGtPzl7D8_0.m4a,50s,8,A little,None,47.281,None,2023-01-24T07:38:22.035730Z,41,A little,2023-01-24T07:38:22.035685Z,Male,3,Meh,None,0,,None,1
/data/local-files/?d=sample/0AkGtPzl7D8_0.m4a,50s,8,None,None,39.585,None,2023-01-23T07:41:30.064043Z,8,None,2023-01-23T07:41:30.064001Z,Male,1,Bad,None,0,,None,4
/data/local-files/?d=sample/0OXeN3MhFeA_5.m4a,30s,9,None,Moderate,11.025,None,2023-01-26T22:45:09.921812Z,218,None,2023-01-26T22:45:09.921770Z,Male,2,Good,None,+1,,None,2
/data/local-files/?d=sample/0OXeN3MhFeA_5.m4a,40s,9,None,Moderate,23.536,None,2023-01-24T07:40:02.803149Z,42,None,2023-01-24T07:40:02.803103Z,Male,3,Good,None,+1,,None,0 - None
/data/local-files/?d=sample/0OXeN3MhFeA_5.m4a,40s,9,None,A little,38.339,None,2023-01-23T11:33:01.547677Z,10,None,2023-01-23T11:33:01.547635Z,Male,1,Good,None,+1,,None,4
/data/local-files/?d=sample/0cBmQ_ItVUc_5.m4a,30s,10,None,Moderate,17.024,None,2023-01-26T22:45:29.629927Z,219,None,2023-01-26T22:45:29.629882Z,Male,2,Good,None,+1,,None,2
/data/local-files/?d=sample/0cBmQ_ItVUc_5.m4a,20s,10,None,A little,43.239,A little,2023-01-24T07:40:50.280156Z,43,None,2023-01-24T07:40:50.280109Z,Male,3,Good,None,+1,,A little,1
/data/local-files/?d=sample/0cBmQ_ItVUc_5.m4a,30s,10,A little,None,83.861,A little,2023-01-23T11:34:35.885021Z,11,None,2023-01-23T11:34:35.884976Z,Male,1,Meh,None,0,,A little,4
/data/local-files/?d=sample/0zl_GDVzykw_1.m4a,50s,11,None,A little,17.379,None,2023-01-26T22:45:49.719716Z,220,A little,2023-01-26T22:45:49.719673Z,Male,2,Meh,None,+1,,None,2
/data/local-files/?d=sample/0zl_GDVzykw_1.m4a,40s,11,None,None,118.479,None,2023-01-24T07:42:52.777247Z,44,None,2023-01-24T07:42:52.777203Z,Male,3,Meh,None,0,,None,0 - None
/data/local-files/?d=sample/0zl_GDVzykw_1.m4a,50s,11,None,None,45.155,None,2023-01-23T11:35:25.873143Z,12,None,2023-01-23T11:35:25.873099Z,Male,1,Meh,None,0,,None,3
/data/local-files/?d=sample/1001_SAD_XX_ITS_cremad.m4a,60s,12,None,A little,16.566,None,2023-01-26T22:46:09.202611Z,221,None,2023-01-26T22:46:09.202568Z,Male,2,Good,Moderate,+1,,None,2
/data/local-files/?d=sample/1001_SAD_XX_ITS_cremad.m4a,50s,12,A little,None,36.418,A little,2023-01-24T07:43:41.515791Z,45,A little,2023-01-24T07:43:41.515749Z,Male,3,Bad,None,-2,,Moderate,2
/data/local-files/?d=sample/1001_SAD_XX_ITS_cremad.m4a,50s,12,None,None,54.192,None,2023-02-15T06:59:21.998062Z,13,None,2023-01-23T11:36:16.014147Z,Male,1,Bad,A little,-1,,None,4
/data/local-files/?d=sample/1002_ANG_XX_IWW_cremad.m4a,50s,13,None,None,26.274,None,2023-02-14T13:25:59.716154Z,222,Moderate,2023-01-26T22:46:36.215106Z,Female,2,Bad,Moderate,-2,,None,4
/data/local-files/?d=sample/1002_ANG_XX_IWW_cremad.m4a,40s,13,None,None,71.879,None,2023-01-24T07:45:03.240128Z,46,A little,2023-01-24T07:45:03.240084Z,Female,3,Meh,Moderate,-1,,A little,2
/data/local-files/?d=sample/1002_ANG_XX_IWW_cremad.m4a,40s,13,None,None,34.425,A little,2023-01-23T11:36:54.873606Z,14,A little,2023-01-23T11:36:54.873543Z,Female,1,Bad,Moderate,-1,,A little,6
/data/local-files/?d=sample/1002_DIS_MD_IEO_cremad.m4a,30s,14,None,None,18.028,None,2023-01-26T22:46:57.254651Z,223,A little,2023-01-26T22:46:57.254606Z,Female,2,Bad,Extremely,-1,,None,5
/data/local-files/?d=sample/1002_DIS_MD_IEO_cremad.m4a,50s,14,None,A little,65.491,A little,2023-01-24T07:46:15.278939Z,47,A little,2023-01-24T07:46:15.278897Z,Female,3,Bad,Moderate,-1,,Moderate,5
/data/local-files/?d=sample/1002_DIS_MD_IEO_cremad.m4a,40s,14,None,None,30.867,Moderate,2023-01-23T11:37:36.948627Z,15,A little,2023-01-23T11:37:36.948583Z,Female,1,Bad,Moderate,-2,,Moderate,6
/data/local-files/?d=sample/1002_HAP_XX_TSI_cremad.m4a,30s,15,None,Moderate,11.799,None,2023-01-26T22:47:11.594153Z,224,None,2023-01-26T22:47:11.594109Z,Female,2,Good,Moderate,+1,,None,2
/data/local-files/?d=sample/1002_HAP_XX_TSI_cremad.m4a,40s,15,None,None,49.39,A little,2023-01-24T07:47:13.327561Z,48,Moderate,2023-01-24T07:47:13.327516Z,Female,3,Bad,Moderate,-1,,Moderate,6
/data/local-files/?d=sample/1002_HAP_XX_TSI_cremad.m4a,40s,15,None,None,27.611,Moderate,2023-01-23T11:38:08.277092Z,16,None,2023-01-23T11:38:08.277045Z,Female,1,Bad,A little,-2,,Moderate,6
/data/local-files/?d=sample/1002_NEU_XX_TSI_cremad.m4a,30s,16,None,Moderate,15.615,None,2023-01-26T22:47:31.793219Z,225,None,2023-01-26T22:47:31.793177Z,Female,2,Good,Moderate,+1,,None,1
/data/local-files/?d=sample/1002_NEU_XX_TSI_cremad.m4a,20s,16,Moderate,None,107.484,None,2023-01-24T07:49:38.585381Z,49,None,2023-01-24T07:49:38.585337Z,Female,3,Bad,None,-2,,None,1
/data/local-files/?d=sample/1002_NEU_XX_TSI_cremad.m4a,30s,16,A little,None,43.583,None,2023-01-23T11:38:55.428743Z,17,None,2023-01-23T11:38:55.428679Z,Female,1,Bad,None,-1,,None,3
/data/local-files/?d=sample/1002_SAD_HI_IEO_cremad.m4a,20s,17,None,A little,21.037,None,2023-01-26T22:47:55.902349Z,226,None,2023-01-26T22:47:55.902299Z,Female,2,Good,A little,-1,,None,2
/data/local-files/?d=sample/1002_SAD_HI_IEO_cremad.m4a,40s,17,Moderate,None,27.986,Moderate,2023-01-24T07:50:10.562032Z,50,Extremely,2023-01-24T07:50:10.561988Z,Female,3,Awful,None,-2,,None,6
/data/local-files/?d=sample/1002_SAD_HI_IEO_cremad.m4a,30s,17,Moderate,None,37.186,A little,2023-01-23T11:39:36.121843Z,18,A little,2023-01-23T11:39:36.121800Z,Female,1,Bad,None,-1,,A little,4
/data/local-files/?d=sample/1005_SAD_XX_TAI_cremad.m4a,30s,18,A little,None,21.106,None,2023-01-26T22:48:20.781540Z,227,None,2023-01-26T22:48:20.781498Z,Male,2,Meh,Moderate,-1,,None,2
/data/local-files/?d=sample/1005_SAD_XX_TAI_cremad.m4a,60s,18,Moderate,None,34.679,None,2023-01-24T09:58:12.065225Z,51,None,2023-01-24T09:58:12.065178Z,Male,3,Bad,None,-1,,None,2
/data/local-files/?d=sample/1005_SAD_XX_TAI_cremad.m4a,30s,18,A little,None,35.649,A little,2023-01-23T11:40:18.808310Z,19,A little,2023-01-23T11:40:18.808264Z,Male,1,Bad,None,-2,,None,4
/data/local-files/?d=sample/1006_HAP_XX_TIE_cremad.m4a,50s,19,None,A little,12.566,None,2023-01-26T22:48:39.019752Z,228,A little,2023-01-26T22:48:39.019711Z,Female,2,Meh,None,-1,,None,2
/data/local-files/?d=sample/1006_HAP_XX_TIE_cremad.m4a,60s,19,None,None,52.419,A little,2023-01-24T09:59:18.382925Z,52,None,2023-01-24T09:59:18.382882Z,Female,3,Meh,None,0,,A little,0 - None
/data/local-files/?d=sample/1006_HAP_XX_TIE_cremad.m4a,50s,19,Moderate,None,37.03,A little,2023-01-23T11:40:59.929183Z,20,None,2023-01-23T11:40:59.929141Z,Female,1,Bad,None,-2,,None,2
/data/local-files/?d=sample/1006_NEU_XX_IWL_cremad.m4a,50s,20,None,Moderate,13.381,None,2023-01-26T22:48:55.104060Z,229,None,2023-01-26T22:48:55.104017Z,Female,2,Meh,None,-1,,None,2
/data/local-files/?d=sample/1006_NEU_XX_IWL_cremad.m4a,50s,20,None,Moderate,62.81,None,2023-01-24T10:00:26.705324Z,53,None,2023-01-24T10:00:26.705280Z,Female,3,Good,None,+2,,A little,0 - None
/data/local-files/?d=sample/1006_NEU_XX_IWL_cremad.m4a,40s,20,None,None,36.868,Moderate,2023-01-23T11:41:41.588301Z,21,None,2023-01-23T11:41:41.588261Z,Female,1,Bad,None,-2,,None,3
/data/local-files/?d=sample/1006_SAD_XX_MTI_cremad.m4a,50s,21,Moderate,None,96751.36600000001,None,2023-02-14T13:26:22.153848Z,234,Moderate,2023-01-28T22:26:16.907638Z,Female,2,Bad,None,0,,None,2
/data/local-files/?d=sample/1006_SAD_XX_MTI_cremad.m4a,60s,21,Extremely,None,39.575,Moderate,2023-01-24T10:01:13.370752Z,54,Moderate,2023-01-24T10:01:13.370710Z,Female,3,Awful,None,-3,,None,7
/data/local-files/?d=sample/1006_SAD_XX_MTI_cremad.m4a,40s,21,Moderate,None,32.978,A little,2023-01-23T11:42:22.415712Z,22,None,2023-01-23T11:42:22.415666Z,Female,1,Bad,None,-2,,None,6
/data/local-files/?d=sample/1008_NEU_XX_ITS_cremad.m4a,50s,22,None,A little,13.255,None,2023-01-28T22:26:38.810879Z,235,None,2023-01-28T22:26:38.810836Z,Female,2,Meh,Moderate,0,,None,2
/data/local-files/?d=sample/1008_NEU_XX_ITS_cremad.m4a,40s,22,A little,None,32.059,None,2023-01-24T10:01:52.248225Z,55,None,2023-01-24T10:01:52.248181Z,Female,3,Meh,None,-1,,A little,2
/data/local-files/?d=sample/1008_NEU_XX_ITS_cremad.m4a,40s,22,A little,None,21.132,None,2023-01-23T11:43:23.042027Z,23,None,2023-01-23T11:43:23.041983Z,Female,1,Bad,None,-1,,None,2
/data/local-files/?d=sample/1009_FEA_HI_IEO_cremad.m4a,30s,23,None,None,39.93,None,2023-03-09T12:58:34.413005Z,236,None,2023-01-28T22:27:09.706499Z,Female,2,Good,Extremely,-1,,None,0 - None
/data/local-files/?d=sample/1009_FEA_HI_IEO_cremad.m4a,40s,23,Moderate,None,93.886,A little,2023-03-15T10:24:32.960100Z,56,Moderate,2023-01-24T10:03:20.880069Z,Female,3,Awful,Extremely,-3,,Extremely,8
/data/local-files/?d=sample/1009_FEA_HI_IEO_cremad.m4a,30s,23,None,None,32.719,A little,2023-01-23T11:44:00.029714Z,24,Moderate,2023-01-23T11:44:00.029678Z,Female,1,Bad,Moderate,-2,,A little,7
/data/local-files/?d=sample/1009_FEA_XX_WSI_cremad.m4a,20s,24,None,None,10.197,None,2023-01-28T22:27:23.779688Z,237,Moderate,2023-01-28T22:27:23.779644Z,Female,2,Meh,Extremely,-2,,None,2
/data/local-files/?d=sample/1009_FEA_XX_WSI_cremad.m4a,40s,24,A little,None,34.18,Moderate,2023-01-24T10:04:01.061738Z,57,None,2023-01-24T10:04:01.061696Z,Female,3,Awful,Moderate,-3,,Extremely,8
/data/local-files/?d=sample/1009_FEA_XX_WSI_cremad.m4a,30s,24,None,None,36.741,Moderate,2023-01-23T11:44:40.795933Z,25,Moderate,2023-01-23T11:44:40.795888Z,Female,1,Bad,A little,-2,,None,7
/data/local-files/?d=sample/1012_HAP_XX_WSI_cremad.m4a,30s,25,None,None,13.48,None,2023-01-28T22:27:44.270360Z,238,A little,2023-01-28T22:27:44.270316Z,Female,2,Meh,None,-1,,None,3
/data/local-files/?d=sample/1012_HAP_XX_WSI_cremad.m4a,40s,25,None,A little,53.722,None,2023-01-24T10:05:01.825873Z,58,None,2023-01-24T10:05:01.825831Z,Female,3,Good,None,+1,,None,1
/data/local-files/?d=sample/1012_HAP_XX_WSI_cremad.m4a,30s,25,None,None,32.475,A little,2023-01-23T14:42:44.037929Z,30,None,2023-01-23T14:42:44.037884Z,Female,1,Bad,A little,-1,,A little,3
/data/local-files/?d=sample/1016_ANG_XX_TSI_cremad.m4a,50s,26,None,A little,25.676000000000002,None,2023-02-14T13:26:47.769173Z,239,None,2023-01-28T22:28:24.684785Z,Male,2,Meh,A little,+1,,None,4
/data/local-files/?d=sample/1016_ANG_XX_TSI_cremad.m4a,60s,26,None,None,27.947,Extremely,2023-01-24T10:05:47.431115Z,59,None,2023-01-24T10:05:47.431071Z,Male,3,Awful,Moderate,+2,,Extremely,7
/data/local-files/?d=sample/1016_ANG_XX_TSI_cremad.m4a,20s,26,None,None,31.75,A little,2023-01-23T14:43:42.387748Z,32,None,2023-01-23T14:43:42.387703Z,Male,1,Bad,None,-2,,Extremely,6
/data/local-files/?d=sample/1017_ANG_XX_ITH_cremad.m4a,40s,27,A little,None,14.691,None,2023-01-28T22:28:42.578078Z,240,A little,2023-01-28T22:28:42.578033Z,Male,2,Meh,None,-1,,None,1
/data/local-files/?d=sample/1017_ANG_XX_ITH_cremad.m4a,70s,27,Moderate,None,36.916,None,2023-01-24T10:06:31.913298Z,60,A little,2023-01-24T10:06:31.913255Z,Male,3,Bad,None,-1,,A little,5
/data/local-files/?d=sample/1017_ANG_XX_ITH_cremad.m4a,40s,27,None,None,22.39,A little,2023-01-23T14:43:08.440779Z,31,None,2023-01-23T14:43:08.440734Z,Male,1,Bad,None,-1,,A little,3
/data/local-files/?d=sample/1021_DIS_XX_DFA_cremad.m4a,50s,28,None,None,17.198,None,2023-01-28T22:29:06.081022Z,241,A little,2023-01-28T22:29:06.080981Z,Female,2,Meh,None,0,,None,2
/data/local-files/?d=sample/1021_DIS_XX_DFA_cremad.m4a,30s,28,A little,None,40.301,None,2023-01-24T10:07:17.216643Z,61,A little,2023-01-24T10:07:17.216601Z,Female,3,Meh,None,-1,,None,4
/data/local-files/?d=sample/1021_DIS_XX_DFA_cremad.m4a,30s,28,None,None,27.584,A little,2023-01-23T14:44:12.128426Z,33,None,2023-01-23T14:44:12.128378Z,Female,1,Meh,None,-1,,A little,4
/data/local-files/?d=sample/1022_SAD_XX_TSI_cremad.m4a,70s,29,None,None,14.323,None,2023-01-28T22:29:22.797095Z,242,None,2023-01-28T22:29:22.797050Z,Male,2,Bad,None,0,,None,2
/data/local-files/?d=sample/1022_SAD_XX_TSI_cremad.m4a,20s,29,A little,None,24.581,None,2023-01-24T11:13:01.341710Z,76,A little,2023-01-24T11:13:01.341668Z,Male,1,Meh,None,-1,,None,3
/data/local-files/?d=sample/1022_SAD_XX_TSI_cremad.m4a,50s,29,A little,None,109.922,None,2023-01-24T10:09:11.030357Z,62,A little,2023-01-24T10:09:11.030307Z,Female,3,Meh,A little,+1,,None,3
/data/local-files/?d=sample/1025_FEA_XX_TAI_cremad.m4a,60s,30,None,A little,15.718,None,2023-01-28T22:29:41.266899Z,243,A little,2023-01-28T22:29:41.266855Z,Female,2,Meh,None,0,,None,1
/data/local-files/?d=sample/1025_FEA_XX_TAI_cremad.m4a,30s,30,A little,None,38.402,Moderate,2023-01-26T12:07:43.857542Z,93,None,2023-01-26T12:07:43.857495Z,Female,1,Bad,None,-1,,None,3
/data/local-files/?d=sample/1025_FEA_XX_TAI_cremad.m4a,40s,30,A little,None,129.498,None,2023-01-24T10:11:23.271406Z,63,Moderate,2023-01-24T10:11:23.271360Z,Female,3,Meh,A little,-1,,None,6
/data/local-files/?d=sample/1026_FEA_XX_ITH_cremad.m4a,40s,31,None,A little,13.331,None,2023-01-28T22:30:04.441167Z,244,None,2023-01-28T22:30:04.441123Z,Male,2,Meh,None,+1,,None,1
/data/local-files/?d=sample/1026_FEA_XX_ITH_cremad.m4a,30s,31,A little,None,18.908,None,2023-01-26T12:08:08.580228Z,94,A little,2023-01-26T12:08:08.580187Z,Male,1,Bad,None,-1,,None,3
/data/local-files/?d=sample/1026_FEA_XX_ITH_cremad.m4a,50s,31,None,None,36.685,None,2023-01-24T10:12:02.803989Z,64,None,2023-01-24T10:12:02.803933Z,Male,3,Meh,A little,0,,None,1
/data/local-files/?d=sample/1029_DIS_XX_MTI_cremad.m4a,40s,32,None,None,12.381,None,2023-01-28T22:30:29.172593Z,245,None,2023-01-28T22:30:29.172545Z,Female,2,Good,Moderate,-1,,None,1
/data/local-files/?d=sample/1029_DIS_XX_MTI_cremad.m4a,30s,32,None,None,23.279,None,2023-01-26T12:08:47.946234Z,95,None,2023-01-26T12:08:47.946190Z,Female,1,Bad,None,-1,,Moderate,3
/data/local-files/?d=sample/1029_DIS_XX_MTI_cremad.m4a,40s,32,None,None,553.089,A little,2023-01-24T10:21:18.697745Z,72,A little,2023-01-24T10:21:18.697701Z,Female,3,Bad,A little,-1,,Moderate,3
/data/local-files/?d=sample/1031_DIS_XX_ITH_cremad.m4a,30s,33,None,A little,69.988,None,2023-01-28T22:31:42.122778Z,246,A little,2023-01-28T22:31:42.122734Z,Male,2,Meh,None,0,,None,1
/data/local-files/?d=sample/1031_DIS_XX_ITH_cremad.m4a,30s,33,A little,None,29.553,None,2023-01-26T12:09:21.035088Z,96,A little,2023-01-26T12:09:21.035043Z,Male,1,Bad,None,0,,None,3
/data/local-files/?d=sample/1031_DIS_XX_ITH_cremad.m4a,30s,33,None,A little,30.611,None,2023-01-24T10:21:54.436167Z,73,None,2023-01-24T10:21:54.436124Z,Male,3,Good,None,+1,,None,0 - None
/data/local-files/?d=sample/1032_DIS_LO_IEO_cremad.m4a,50s,34,A little,None,11.333,None,2023-01-28T22:31:56.281517Z,247,None,2023-01-28T22:31:56.281461Z,Male,2,Meh,A little,+1,,None,1
/data/local-files/?d=sample/1032_DIS_LO_IEO_cremad.m4a,30s,34,Moderate,None,18.249,None,2023-01-26T12:09:45.423389Z,97,None,2023-01-26T12:09:45.423346Z,Male,1,Bad,None,0,,None,4
/data/local-files/?d=sample/1032_DIS_LO_IEO_cremad.m4a,40s,34,A little,None,33.671,A little,2023-01-24T10:22:32.829604Z,74,None,2023-01-24T10:22:32.829563Z,Male,3,Bad,None,-1,,A little,3
/data/local-files/?d=sample/1033_ANG_LO_IEO_cremad.m4a,50s,35,None,None,14.694,None,2023-01-28T22:32:13.584797Z,248,None,2023-01-28T22:32:13.584753Z,Male,2,Meh,Moderate,+1,,None,2
/data/local-files/?d=sample/1033_ANG_LO_IEO_cremad.m4a,30s,35,None,None,14.471,None,2023-01-26T12:10:06.840817Z,98,None,2023-01-26T12:10:06.840776Z,Male,1,Bad,None,-1,,Extremely,6
/data/local-files/?d=sample/1033_ANG_LO_IEO_cremad.m4a,40s,35,None,None,43.511,None,2023-01-24T10:23:20.679398Z,75,None,2023-01-24T10:23:20.679353Z,Male,3,Meh,None,-1,,Moderate,1
/data/local-files/?d=sample/1033_HAP_XX_TSI_cremad.m4a,40s,36,None,A little,10.489,None,2023-01-28T22:32:26.777244Z,249,None,2023-01-28T22:32:26.777200Z,Male,2,Good,Moderate,+1,,None,1
/data/local-files/?d=sample/1033_HAP_XX_TSI_cremad.m4a,30s,36,None,None,21.03,None,2023-01-26T12:10:31.676237Z,99,None,2023-01-26T12:10:31.676193Z,Male,1,Bad,None,-1,,Extremely,4
/data/local-files/?d=sample/1033_HAP_XX_TSI_cremad.m4a,20s,36,None,A little,15.797,Moderate,2023-01-25T14:46:36.006074Z,77,None,2023-01-25T14:46:36.006032Z,Male,3,Meh,Moderate,0,,A little,4
/data/local-files/?d=sample/1035_DIS_XX_IOM_cremad.m4a,60s,37,None,A little,92.766,None,2023-01-28T22:34:03.531394Z,250,None,2023-01-28T22:34:03.531349Z,Male,2,Good,None,+1,,None,0 - None
/data/local-files/?d=sample/1035_DIS_XX_IOM_cremad.m4a,40s,37,None,None,26.033,None,2023-01-26T12:11:09.180485Z,100,None,2023-01-26T12:11:09.180439Z,Male,1,Bad,None,-1,,Moderate,3
/data/local-files/?d=sample/1035_DIS_XX_IOM_cremad.m4a,40s,37,A little,None,40.163000000000004,A little,2023-01-26T12:10:39.593263Z,84,None,2023-01-26T05:38:26.573562Z,Male,3,Meh,None,-1,,None,2
/data/local-files/?d=sample/1035_FEA_LO_IEO_cremad.m4a,30s,38,None,None,14.681,None,2023-01-28T22:34:21.598924Z,251,None,2023-01-28T22:34:21.598880Z,Male,2,Good,Moderate,+1,,None,0 - None
/data/local-files/?d=sample/1035_FEA_LO_IEO_cremad.m4a,30s,38,None,None,23.006,None,2023-01-26T12:11:35.671014Z,101,None,2023-01-26T12:11:35.670971Z,Male,1,Bad,Moderate,-1,,None,6
/data/local-files/?d=sample/1035_FEA_LO_IEO_cremad.m4a,30s,38,A little,None,30.025,None,2023-01-26T05:38:59.392440Z,85,Moderate,2023-01-26T05:38:59.392397Z,Male,3,Bad,A little,-1,,None,6
/data/local-files/?d=sample/1035_FEA_XX_TAI_cremad.m4a,50s,39,None,A little,14.112,None,2023-01-28T22:34:38.119504Z,252,None,2023-01-28T22:34:38.119462Z,Male,2,Good,A little,+1,,None,0 - None
/data/local-files/?d=sample/1035_FEA_XX_TAI_cremad.m4a,30s,39,None,None,26.336,None,2023-01-26T12:12:06.175177Z,102,Moderate,2023-01-26T12:12:06.175134Z,Male,1,Bad,None,-1,,None,5
/data/local-files/?d=sample/1035_FEA_XX_TAI_cremad.m4a,50s,39,Moderate,None,40.291,A little,2023-01-26T05:39:41.867064Z,86,Moderate,2023-01-26T05:39:41.866952Z,Male,3,Awful,A little,-2,,None,6
/data/local-files/?d=sample/1035_SAD_XX_IOM_cremad.m4a,40s,40,Moderate,None,40.914,None,2023-02-08T14:30:28.737028Z,564,A little,2023-02-08T14:30:28.736982Z,Male,3,Bad,None,-1,,None,2
/data/local-files/?d=sample/1035_SAD_XX_IOM_cremad.m4a,50s,40,A little,None,17.246,None,2023-01-28T22:34:58.248384Z,253,None,2023-01-28T22:34:58.248341Z,Male,2,Meh,None,-2,,None,0 - None
/data/local-files/?d=sample/1035_SAD_XX_IOM_cremad.m4a,30s,40,Moderate,None,64.847,None,2023-03-15T11:51:38.725033Z,103,None,2023-01-26T12:12:29.573904Z,Male,1,Awful,None,-2,,None,3
/data/local-files/?d=sample/1038_SAD_XX_ITS_cremad.m4a,50s,41,None,None,16.27,None,2023-01-28T22:35:17.697504Z,254,None,2023-01-28T22:35:17.697451Z,Male,2,Meh,A little,0,,None,1
/data/local-files/?d=sample/1038_SAD_XX_ITS_cremad.m4a,20s,41,None,None,28.403,None,2023-01-26T12:13:01.788577Z,104,Moderate,2023-01-26T12:13:01.788523Z,Male,1,Bad,None,-1,,None,6
/data/local-files/?d=sample/1038_SAD_XX_ITS_cremad.m4a,40s,41,None,A little,228.132,None,2023-01-26T05:43:33.649827Z,87,None,2023-01-26T05:43:33.649786Z,Male,3,Good,Moderate,+1,,None,1
/data/local-files/?d=sample/1040_ANG_XX_IWL_cremad.m4a,30s,42,None,None,57.735,None,2023-01-28T22:36:29.775167Z,255,None,2023-01-28T22:36:29.775123Z,Male,2,Bad,None,-1,,Moderate,4
